,ACO_ID,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Current_Track_1_Plus,Current_BASIC_A,Current_BASIC_B,Current_BASIC_C,Current_BASIC_D,Current_BASIC_E,Current_ENHANCED,Risk_Model,Assign_Type,Adv_Pay,AIM,SNF_Waiver,N_AB,Sav_Rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,EarnSaveLoss,DisAffQual,Met_QPS,Report_WI,Report_eCQM,Report_CQM,Report_Inc,QualScore,Recvd30p,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,MaxShareRate,FinalShareRate,RevLossLimit,Rev_Exp_Cat,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,P_SNF_ADM,SNF_LOS,SNF_PayperStay,N_CAH,N_FQHC,N_RHC,N_ETA,N_Hosp,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,Perc_Dual,Perc_CovDiag,Perc_CovEpisode,Perc_LTI,CAHPS_1,CAHPS_2,CAHPS_3,CAHPS_4,CAHPS_5,CAHPS_6,CAHPS_7,CAHPS_11,CAHPS_9,CAHPS_8,Measure_479,Measure_MCC1,QualityID_318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_134_eCQM-CQM,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_001_eCQM-CQM,QualityID_236_WI,QualityID_236_eCQM-CQM,lat,long,ACO_identifier
71,A2029,Innovation Care Partners MSSP,AZ,Renewal,2,1/1/2014,1/1/2018,0,1,0,0,0,0,0,0,0,0,Two-Sided,Retrospective,0,0,0,"41,407",-0.57%,0.00%,"-2,382,640","-2,382,640","-1,110,310",0,1,1,1,0,0,0,89.00%,0,0,"10,409","9,692","420,738,870","423,121,510",,,60.00%,60.00%,0,High Revenue,"76,774","10,023","18,372","8,699","101,230","10,389","18,385","8,765","95,446","10,144","18,336","9,287","100,103","12,475","15,341","10,185","10,468",1.016,0.931,1.008,0.868,1.068,0.934,1.003,0.875,1.079,0.932,0.979,0.889,0.992,1.011,0.922,0.934,97,"1,963",587,"36,234","40,421",63,"1,299",542,"38,518","2,491","22,987","12,527","3,402","23,170","18,237","38,263",653,380,295,116,"1,700","2,518","2,255",26,223,30,215,387,"2,007","5,002",59,278,248,229,214,1,11,3,490,176,809,360,"11,052","3,325","5,854","1,749",124,34,21,"11,489",0,9,0,0,0,0,467,"1,568",465,411,0,2.37%,5.78%,1.50%,0.37%,75.6,91.19,89.55,75.1,57.25,60.47,75.62,22.75,89.46,83.32,0.159,33.38,85.16,82.48,92.86,53.55,,75.1,77.94,79.89,20,13.68,,78.89,,33.5734153,-111.8875077,
72,A2032,North Collaborative Care,MN,Renewal,3,1/1/2014,7/1/2019,0,0,0,0,0,0,0,0,0,1,Two-Sided,Retrospective,0,0,1,"16,746",1.45%,2.00%,"2,513,523",0,,0,1,1,1,0,0,0,92.21%,0,1,"10,577","10,226","173,135,089","170,621,565",,,75.00%,75.00%,0,High Revenue,"75,380","9,851","12,599","9,031","82,001","10,215","13,139","9,363","90,214","10,091","15,216","9,522","96,013","10,328","18,159","10,010","10,424",0.998,0.973,0.855,0.999,0.965,0.978,0.935,1.004,0.968,0.982,0.973,0.981,1.03,0.979,1.026,0.964,52,"3,006",439,"9,971","16,369",30,"2,165",429,"13,745","2,650","7,623","4,424","2,049","9,192","7,554","15,394",419,264,51,42,576,"2,835","2,725",19,57,50,258,677,"2,221","3,869",65,457,290,229,222,1,3,3,578,169,735,302,"8,920","3,898","2,947","2,066",9,54,22,"12,705",0,0,0,0,2,3,361,328,103,189,3,11.55%,4.88%,1.27%,0.78%,81.24,93.12,91.42,75.84,63.42,58.48,69.4,25.12,93.55,86.91,0.1404,34.01,78.05,83.06,72.41,77.1,,73.23,69.89,80.16,13.64,13.31,,81.58,,45.0140935,-93.322505,
73,A2033,ACMG,"FL, SC, NY",Renewal,3,1/1/2014,1/1/2020,0,0,0,0,0,0,0,0,0,1,Two-Sided,Prospective,0,0,0,"7,297",3.43%,0.00%,"3,191,607","3,191,607",,"2,345,831",1,1,1,0,0,0,93.22%,0,1,"13,078","13,390","92,919,120","89,727,513",,,75.00%,75.00%,0,Low Revenue,"82,330","9,763","13,601","10,940","95,834","10,922","15,579","10,751","107,164","13,153","15,976","11,181","103,093","12,218","16,729","11,447","12,628",1.036,1.06,0.965,1.165,0.994,1.099,1.0,1.191,1.1,1.093,0.982,1.188,1.079,1.078,1.012,1.214,65,738,"1,090","5,913","7,105",40,567,808,"5,690",605,"3,177","2,270","1,245","4,582","2,715","5,595",964,47,459,1,231,"3,091","2,542",80,447,47,471,701,"2,028","5,141",100,881,436,305,271,4,23,7,608,243,775,312,"13,390","5,720","6,045","1,527",98,53,27,"13,202",0,0,1,0,0,0,116,13,71,26,0,16.34%,7.47%,2.40%,1.19%,84.44,93.12,91.37,75.45,63.9,59.28,72.56,26.96,88.01,86.29,0.1557,29.06,85.64,72.37,83.67,75.1,,76.52,76.74,74.21,13.04,14.33,,75.11,,25.8075842,-80.3007138,
74,A2035,Midwest Health Coalition ACO,"NE, IA",Renewal,3,1/1/2014,1/1/2020,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,"10,436",4.48%,2.97%,"4,686,380","4,686,380",,"1,837,061",1,1,1,0,0,0,100.00%,0,1,"10,243","10,049","104,550,630","99,864,250",,,40.00%,40.00%,0,High Revenue,"77,490","9,121","14,919","8,728","83,242","9,788","16,564","8,857","94,844","8,826","20,126","9,244","77,924","7,862","21,083","9,255","9,784",1.083,1.002,1.075,0.896,1.07,0.961,1.077,0.906,1.084,0.952,1.131,0.912,1.02,0.881,1.171,0.943,38,851,386,"10,459","10,207",41,557,285,"9,324",811,"5,742","2,861","1,022","5,703","4,733","9,778",136,46,91,12,373,"2,338","2,115",74,138,20,190,721,"2,557","3,428",64,354,296,215,205,2,6,2,488,126,595,196,"9,153","4,423","3,194","1,521",16,49,28,"14,480",0,0,0,0,1,0,79,41,44,36,0,5.96%,6.74%,1.71%,1.76%,88.19,93.27,92.38,80.03,63.6,65.79,72.54,32.27,94.39,86.66,0.1386,33.65,96.68,96.47,100,98.2,,88.12,80.72,97.87,50,8.06,,88.58,,41.2500804,-95.9315942,
75,A2057,"Privia Quality Network, LLC","VA, MD, DC",Renewal,3,1/1/2014,1/1/2020,0,0,0,0,0,0,0,0,0,1,Two-Sided,Retrospective,0,0,1,"64,175",9.23%,2.00%,"56,655,800","56,655,800",,"41,642,013",1,1,1,0,0,0,95.73%,0,1,"9,787","9,430","613,923,368","557,267,568",,,75.00%,75.00%,0,Low Revenue,"83,834","8,944","13,186","8,417","83,247","9,192","13,823","8,700","77,550","8,450","13,706","8,385","75,401","8,851","13,940","8,465","8,884",0.993,0.907,0.92,0.896,1.01,0.932,0.949,0.915,0.992,0.927,0.982,0.921,1.0,0.949,1.012,0.976,274,"4,474","2,671","71,730","62,727",245,"2,782","1,609","58,090","4,577","32,773","19,908","6,917","36,899","27,276","53,680","5,976","1,053",504,15,"2,947","2,078","1,872",22,174,19,220,420,"1,949","3,732",80,364,220,185,174,1,8,2,442,141,587,231,"10,112","4,143","4,435","1,523",11,34,25,"12,195",0,0,0,0,0,0,750,470,521,275,0,4.26%,4.64%,1.14%,0.70%,85.18,93.24,92.52,76.47,62.73,54.77,74.41,21.93,92.38,84.89,0.1461,30.28,93.85,82.43,73.33,70.97,,71.86,78.97,85.43,21.43,8.06,,82.01,,38.8815161,-77.1162063,
76,A2067,"Premier Patient Healthcare, LLC","TX, OK",Renewal,3,1/1/2014,1/1/2020,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,0,"8,756",11.51%,2.00%,"10,122,021","10,122,021",,"4,959,790",1,1,1,0,0,0,92.94%,0,1,"10,257","10,191","87,908,203","77,786,182",,,50.00%,50.00%,1,Low Revenue,"80,554","8,856","15,122","8,884","72,394","9,123","13,091","8,819","99,054","9,872","16,350","8,762","83,740","10,287","12,144","8,632","9,076",1.018,0.87,0.875,0.874,1.055,0.925,0.883,0.884,0.98,0.953,0.989,0.904,0.948,1.0,0.949,0.915,23,502,260,"9,441","8,571",34,339,189,"8,008",607,"4,975","2,575",599,"4,768","3,988","7,819",320,181,55,35,346,"2,369","1,742",57,460,41,108,254,"1,548","4,211",73,493,247,211,175,2,23,4,463,142,623,260,"10,676","5,065","4,684",910,17,19,21,"13,871",0,0,0,0,0,0,53,1,20,8,0,3.38%,7.56%,1.64%,0.07%,87.48,93.33,90.95,82.54,62.05,63.13,71.78,32.74,92.04,86.32,0.1575,30.16,89.29,79.85,79.31,58.61,,71.6,63.53,84.09,9.76,8.91,,82.23,,32.9845596,-96.8737046,
77,A2070,"Renown Accountable Care, LLC","NV, CA",Renewal,3,1/1/2014,1/1/2020,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,"21,203",3.28%,2.49%,"7,752,527","7,752,527",,"3,038,990",1,1,1,0,0,0,93.84%,0,0,"11,475","11,403","236,436,214","228,683,687",,,40.00%,40.00%,0,High Revenue,"90,004","11,876","16,173","9,777","99,089","12,673","15,468","10,351","79,582","12,409","15,992","10,320","81,014","13,376","16,024","10,155","11,099",1.038,1.064,1.044,0.987,1.024,1.11,1.031,1.005,1.052,1.074,1.035,0.999,0.917,1.061,1.052,0.989,117,"2,247","1,457","21,816","20,604",128,"1,353","1,034","18,090","2,011","10,463","6,558","2,171","12,082","9,121","19,315",245,429,336,131,747,"3,162","2,837",71,157,122,327,668,"2,599","3,651",136,521,320,252,235,2,8,8,682,182,677,281,"10,582","3,138","4,312","2,918",214,50,26,"14,051",2,0,3,0,1,1,341,852,344,207,0,8.04%,4.69%,1.96%,0.82%,80.07,92.02,91.86,70.25,58.68,64.19,71.94,17.21,90.3,84.1,0.1448,31.99,87.67,83.83,100,75.57,,75.14,72.52,86.44,20,13.82,,72.13,,39.5243718,-119.7957326,
78,A2083,"First Coast Health Alliance, LLC",FL,Renewal,3,1/1/2014,1/1/2020,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,"5,695",6.63%,3.69%,"4,764,857","4,764,857",,"1,867,824",1,1,1,0,0,0,81.62%,0,0,"13,026","13,563","71,902,427","67,137,570",,,40.00%,40.00%,0,High Revenue,"104,490","11,194","22,361","10,712","106,977","11,138","20,553","11,492","93,829","12,065","25,945","12,363","92,649","11,002","20,516","11,236","12,163",1.061,1.043,1.164,1.106,1.141,1.009,1.14,1.081,1.115,1.031,1.085,1.108,1.123,1.068,1.086,1.12,49,478,347,"5,121","5,520",36,333,245,"4,906",480,"2,534","1,926",755,"3,203","2,492","5,149",308,57,27,3,151,"3,134","2,987",25,133,20,412,662,"2,206","5,178",96,587,281,289,279,1,6,2,580,243,930,305,"12,564","4,737","6,437","1,275",115,58,26,"11,630",0,0,0,0,1,0,51,90,62,25,0,7.83%,6.57%,1.98%,2.12%,82.97,88.59,87.54,79.34,56.42,56.35,71.1,27.9,89.61,79.63,0.1802,39.12,75.4,64.91,100,56.69,,68.59,71.37,85.59,5.56,14.23,,72.18,,29.8630529,-81.3171898,
79,A2097,Mercy Health Corporation,"IL, WI",Renewal,3,1/1/2014,1/1/2020,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,"16,226",5.70%,2.65%,"9,570,853","9,570,853",,"3,751,775",1,1,1,0,0,0,94.00%,0,1,"10,648","10,366","168,001,360","158,430,507",,,40.00%,40.00%,0,High Revenue,"72,815","9,410","15,057","8,499","86,108","9,264","14,722","8,704","86,071","9,382","14,442","9,205","76,531","10,025","14,672","9,134","10,041",0.997,0.959,0.982,0.963,1.001,0.95,0.968,0.931,0.998,0.987,0.961,0.961,1.007,0.991,1.043,0.973,92,"3,060","1,093","14,894","15,778",126,"1,881",752,"13,020","2,468","7,959","4,180","1,619","9,101","7,125","15,056",475,73,150,6,466,"2,651","2,437",33,189,31,240,539,"3,905","2,281",112,306,288,241,228,1,9,3,696,167,662,202,"8,247","3,256","3,602","1,361",28,40,26,"12,973",2,0,0,0,4,7,427,"1,351",202,91,2,11.80%,5.54%,1.49%,0.78%,85.3,92.57,91.1,81.42,64.55,59.77,76.2,25.24,94.4,87.1,0.1485,36.03,97.18,81.45,100,95.93,,78.32,80.2,83.2,40.34,10.94,,79.15,,42.6878014,-89.0334048,
80,A2098,"The Accountable Care Organization, Ltd.","MI, NC, UT, CA, TX, IN",Renewal,3,1/1/2014,1/1/2020,0,0,0,0,0,0,0,0,0,1,Two-Sided,Prospective,0,0,0,"80,287",2.55%,0.00%,"21,995,971","21,995,971",,"16,167,039",1,1,1,0,0,0,88.91%,0,1,"11,009","11,036","864,130,894","842,134,923",,,75.00%,75.00%,0,Low Revenue,"84,709","9,312","14,971","9,391","89,052","9,615","15,320","9,614","89,659","9,484","15,557","10,142","80,015","10,050","15,196","10,146","10,729",1.042,0.973,1.007,1.025,1.023,0.986,1.002,1.021,1.015,0.965,0.993,1.018,0.995,0.972,0.974,1.026,496,"7,592","4,478","72,101","78,491",407,"5,383","3,530","69,171","5,808","39,184","25,007","10,288","45,276","35,011","68,378","6,595","1,380",804,118,"3,012","2,729","2,383",58,281,36,372,567,"2,258","4,205",98,504,276,245,226,2,14,4,535,188,690,253,"10,940","4,565","4,530","1,733",111,44,25,"13,257",0,0,2,0,0,0,662,559,373,363,0,7.44%,6.05%,1.74%,0.61%,87.26,93.26,90.94,80.24,59.57,63.13,71.18,27.59,93.49,86.09,0.1582,34.84,82.99,81.96,71.43,70.18,,77.6,72.04,85.96,18.6,8.37,,80.15,,38.8802115,-77.1149873,
81,A2100,NY FamilyHealth MSSP Enhanced,"NY, CT",Renewal,3,1/1/2014,1/1/2020,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,0,"10,421",9.77%,2.00%,"13,153,827","13,153,827",,"6,445,375",1,1,1,0,0,0,86.16%,0,1,"13,271","12,407","134,633,027","121,479,200",,,50.00%,50.00%,1,Low Revenue,"78,779","11,456","12,476","8,502","82,234","10,762","12,711","8,933","98,053","10,741","13,090","9,125","104,374","11,275","12,743","9,068","11,975",1.042,0.913,0.856,0.942,0.982,0.865,0.846,0.919,0.985,0.844,0.853,0.898,1.022,0.843,0.845,0.894,150,"5,221","3,144","4,051","10,145",116,"3,838","2,700","3,490","4,229","3,824","1,748",620,"5,743","4,678","6,283","2,210",156,"1,053",17,702,"4,037","3,287",40,119,628,84,"1,026","3,237","3,269",165,334,212,304,269,1,4,30,947,247,600,216,"13,333",783,"4,611","1,110","6,829",40,34,"22,606",0,88,0,0,0,0,433,176,317,67,0,58.52%,7.34%,2.25%,0.48%,76.91,91.5,90.89,77.01,67.48,57.44,74.77,19,87.05,83.32,,39.23,78.75,74.39,92.31,66.11,,62.85,60.87,84.94,20.95,20.32,,68.46,,41.1608629,-73.8622596,Aledade
82,A2107,"Primary PartnerCare ACO Independent Practice Association, Inc.","NY, FL",Renewal,3,1/1/2014,1/1/2020,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,"7,711",11.12%,3.26%,"13,288,730","13,288,730",,"5,209,182",1,1,1,0,0,0,100.00%,0,1,"15,881","14,935","119,468,200","106,179,470",,,40.00%,40.00%,0,Low Revenue,"98,393","11,525","17,266","11,985","123,827","10,823","20,212","12,767","116,577","13,024","19,941","13,183","112,999","11,993","23,169","12,836","14,115",1.093,0.998,1.124,1.141,1.156,0.908,1.102,1.124,1.085,0.933,1.135,1.134,1.074,0.999,1.189,1.2,42,640,645,"6,626","7,522",44,519,545,"6,414",556,"3,354","2,549","1,252","4,333","3,378","6,492",484,247,80,9,399,"3,561","3,322",6,188,66,170,"1,573","2,298","6,120",67,586,217,274,263,0,7,4,485,221,837,406,"15,484","6,839","7,499","1,124",23,67,33,"22,490",0,0,0,0,0,0,40,13,3,3,0,9.79%,9.38%,2.30%,2.07%,88.65,95.67,94.18,81.73,66.13,66.68,71.02,27.7,93.91,88.01,0.1511,32.5,99.17,98.43,100,99.13,,92.03,88.36,100,30,4.29,,94.76,,40.7850442,-73.7073857,
83,A2120,Live Oak Care,"GA, AL, FL",Renewal,3,1/1/2014,1/1/2020,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,"14,126",5.21%,2.75%,"7,713,118","7,713,118",,"3,023,542",1,1,1,0,0,0,93.15%,0,1,"10,829","11,263","148,096,145","140,383,026",,,40.00%,40.00%,0,Low Revenue,"74,110","9,810","14,985","8,795","85,893","9,780","16,189","9,036","80,436","9,871","15,616","9,475","75,220","9,374","15,126","9,164","10,265",0.967,0.999,1.022,1.027,0.992,0.935,0.974,1.014,0.975,0.949,0.974,1.002,0.977,0.948,0.999,1.027,264,"2,524","1,320","13,414","13,676",155,"1,604",748,"11,168","2,089","6,721","3,992","1,324","8,036","6,090","11,848","1,911",75,44,6,242,"2,662","2,268",66,265,93,388,565,"2,111","3,681",127,600,373,272,246,3,14,9,570,207,648,226,"11,318","4,928","4,657","1,710",22,40,27,"13,284",0,0,0,0,0,0,75,228,120,66,0,10.37%,9.64%,2.20%,2.21%,90.31,94.71,93.46,82.13,59.03,55.19,70.36,30.63,93.89,87.07,0.1519,32.32,89.58,77.15,88.71,81.1,,71.09,70.9,84.36,11.9,15.79,,70.79,,34.0169499,-84.4284882,
84,A2129,"Central US ACO, LLC","MO, AR, OK, KY",Renewal,3,1/1/2014,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,"4,993",-1.47%,3.90%,"-966,924",0,,0,1,1,1,0,0,0,78.26%,0,0,"13,946","13,422","65,776,198","66,743,122",,,40.00%,40.00%,0,Low Revenue,"87,950","10,288","17,599","10,506","85,682","11,031","18,290","11,295","78,524","10,474","19,650","11,106","86,723","11,037","21,374","11,693","14,151",1.105,1.117,1.128,1.212,1.234,1.103,1.104,1.184,1.177,1.113,1.122,1.163,1.127,1.1,1.19,1.201,41,"1,860","1,283","2,647","4,716",40,"1,317",974,"2,385","1,389","1,712","1,146",746,"2,751","2,242","4,654",176,20,25,66,52,"3,396","2,952",103,200,197,"1,676","1,824","3,601","2,946",220,403,439,386,350,4,12,20,827,267,674,195,"16,551","5,235","2,224","3,299","5,793",122,32,"14,743",2,0,15,0,1,1,97,89,104,20,3,39.71%,13.94%,3.30%,19.27%,89.76,95.11,91.88,81.45,61.13,61.55,70.62,27.76,94.28,86.24,0.1762,35.16,98.43,97.08,100,23.26,,88.92,29.91,98.19,100,78.49,,21.23,,,,
85,A2141,MD Value Care,VA,Renewal,3,1/1/2014,1/1/2020,0,0,0,0,0,0,1,0,0,0,Two-Sided,Retrospective,0,0,0,"14,958",6.75%,1.00%,"9,427,516","9,427,516",,"4,619,483",1,1,1,0,0,0,94.01%,0,1,"9,524","9,433","139,674,739","130,247,224",,,50.00%,50.00%,1,Low Revenue,"72,005","9,004","11,843","7,825","82,557","9,347","13,320","8,140","79,649","8,216","13,513","8,621","76,433","7,834","12,951","8,521","8,881",0.975,0.954,0.93,0.869,1.005,0.969,0.952,0.881,0.951,0.9,0.939,0.894,0.966,0.945,0.953,0.899,77,788,220,"13,971","14,665",73,526,155,"13,911",967,"8,439","4,218","1,334","8,583","6,375","12,290","1,866",131,15,15,641,"2,251","1,911",10,335,14,130,257,"1,784","3,948",39,365,226,201,184,0,16,1,460,149,591,191,"9,639","3,721","4,706","1,209",3,18,30,"14,269",0,0,0,0,0,0,67,4,16,22,0,2.41%,4.23%,0.95%,0.03%,82.34,93.82,91.3,73.68,67.67,61.22,70.58,29.02,91.01,86.59,0.1566,34.79,97.71,94.76,100,91.18,,84.15,77.76,88.8,22.37,7.41,,82.89,,37.6008875,-77.5456397,
86,A2142,Buena Vida y Salud LLC,TX,Renewal,3,1/1/2014,1/1/2020,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,"4,300",5.83%,4.28%,"3,138,702","3,138,702",,"1,230,371",1,1,1,0,0,0,93.09%,0,1,"13,056","13,312","53,820,314","50,681,612",,,40.00%,40.00%,0,Low Revenue,"73,163","10,177","13,527","9,831","75,340","9,581","13,718","9,536","71,834","9,488","14,749","10,348","87,794","9,212","14,124","9,671","12,295",1.022,0.974,1.02,1.051,1.02,0.943,0.995,1.025,0.984,0.939,1.032,1.016,0.937,0.934,1.037,1.036,133,956,"1,245","2,797","4,122",93,704,865,"2,459",899,"1,746","1,121",534,"2,323","1,977","3,443",149,21,583,8,96,"3,505","2,682",372,422,74,437,846,"2,280","4,108",203,817,462,309,266,12,21,9,724,226,616,186,"13,539","7,495","4,255",804,984,65,27,"12,627",0,13,0,0,0,0,35,21,56,15,0,34.05%,10.60%,2.58%,2.49%,85.7,93.99,91.37,81.89,61.82,61.85,69.1,25.05,86.48,87.08,0.135,31.03,81.07,73.29,80.77,77.78,,64.35,58,88.81,10.2,20.78,,76.05,,26.1710824,-97.6726363,
87,A2147,"Health Choice Care, LLC","FL, NC, HI, RI, MO",Renewal,3,1/1/2014,1/1/2020,0,0,0,0,0,0,1,0,0,0,Two-Sided,Retrospective,0,0,0,"12,053",9.09%,0.00%,"11,813,559","11,813,559",,"5,788,644",1,1,1,0,0,0,85.35%,0,1,"11,206","11,225","129,899,334","118,085,775",,,50.00%,50.00%,1,Low Revenue,"76,204","8,660","10,048","7,307","74,988","9,117","10,261","7,535","83,329","9,175","11,185","8,828","72,529","8,753","10,070","7,980","10,187",0.963,0.896,0.772,0.868,0.958,0.878,0.756,0.858,0.965,0.871,0.747,0.861,0.949,0.864,0.734,0.843,265,"5,709","3,677","4,451","11,592",243,"4,218","3,180","3,951","5,054","4,938","1,602",459,"6,732","5,321","6,526","2,559",424,"1,707",19,818,"3,258","2,810",62,191,195,77,324,"2,701","3,195",122,456,300,319,281,2,10,26,907,259,634,211,"10,238",508,"3,616",960,"5,154",25,23,"15,032",0,171,0,0,0,0,344,171,289,56,0,55.22%,6.60%,2.27%,0.08%,78.98,92.63,92.11,77.66,65.18,57.01,70.79,22.12,89.81,82.55,,38.69,93.94,63.73,88.14,92.04,,59.89,64.16,87.85,14.42,27.07,,66.23,,25.7845744,-80.3418068,
88,A2148,"Georgia Physicians for Accountable Care, LLC",GA,Renewal,3,1/1/2014,1/1/2020,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,0,"25,050",2.81%,1.00%,"7,045,370","7,045,370",,"3,452,231",1,1,1,0,0,0,93.29%,0,1,"10,335","10,964","251,167,381","244,122,011",,,50.00%,50.00%,1,Low Revenue,"75,389","8,400","13,809","8,683","83,642","9,859","15,973","9,154","79,055","9,428","16,391","9,583","81,311","8,426","16,383","9,046","10,045",0.959,0.931,0.953,0.979,0.978,0.941,0.961,0.991,0.943,0.943,0.951,1.003,0.95,0.892,0.924,0.99,355,"3,353","1,677","22,861","24,302",236,"2,398","1,191","20,477","3,205","11,913","7,291","2,641","14,165","10,885","20,199","4,156",104,152,8,431,"2,391","2,011",56,303,54,305,492,"1,841","4,359",204,441,322,242,220,2,16,5,572,179,654,244,"13,098","6,243","4,642","2,185",27,37,29,"13,612",0,0,0,0,0,0,187,94,166,44,0,8.69%,9.32%,2.32%,1.99%,86.44,93.47,92.62,82.06,62.54,63.02,68.81,29.07,92.45,86.26,0.1553,32.1,85.09,79.94,82.61,74.09,,78.49,79.4,87.88,20,6.64,,72.22,,32.8765317,-83.7599164,
89,A2164,Arkansas Health Network,AR,Renewal,2,1/1/2014,1/1/2018,0,1,0,0,0,0,0,0,0,0,Two-Sided,Retrospective,0,0,0,"28,127",3.02%,2.00%,"8,106,613","8,106,613",,"4,766,689",1,1,1,0,0,0,89.20%,0,1,"9,761","9,225","268,021,627","259,915,014",,,60.00%,60.00%,0,High Revenue,"68,778","7,631","14,335","7,829","61,786","8,100","14,695","8,089","68,539","8,277","14,229","8,442","63,681","8,666","13,184","9,127","9,466",0.97,0.865,0.929,0.934,0.933,0.873,0.981,0.94,0.954,0.848,0.931,0.95,0.894,0.864,0.897,0.952,173,"3,862","1,304","23,234","27,459",124,"2,429",898,"24,008","3,214","13,438","8,737","2,738","16,593","11,534","25,040","2,425",118,62,25,457,"2,559","1,955",89,495,37,175,294,"2,030","3,773",92,348,291,242,206,3,28,4,477,156,693,284,"9,836","3,021","4,188","1,954",673,23,27,"12,323",0,0,8,0,3,4,215,402,219,70,1,6.92%,6.16%,1.34%,0.55%,85.73,94.33,92.88,78.24,58.08,60.74,70.93,26.43,92.11,85.15,0.1568,31.2,78.61,81.56,52,62.69,,75.47,77.63,80.68,24.32,10.42,,77.29,,34.749804,-92.3395969,
