ACO_Name,ACO_ID,year,ACO_State,Sav_Rate,MaxShareRate,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_HHA,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,P_EDV_Vis,P_EDV_Vis_HOSP,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,GenSaveLoss,FinalShareRate,P_SNF_ADM,QualScore,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO45,ACO46,ACO8,ACO38,ACO43,QualityID318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_236_WI,N_AB,N_PCP,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Other,N_Ben_Race_Hisp,N_Ben_Race_Asian,N_Ben_Race_White
"Allcare Options, LLC",A1070,2020,FL,29.81,,3848,3286,141,339,125,209,1578,664,377,339,4,17,832,290,11761,1264,4382,56620645,0.39,95,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.18,81.51,63.45,90.91,70.1,63.55,68.55,80.62,28.75,21.52,70.05,10347,128,103,655,326,655,103,7869
"Accountable Care Coalition of Texas, Inc.",A1071,2019,TX,2.9000000000000004,,4791,3536,431,797,74,338,720,1196,417,352,14,41,761,292,11965,4673,5809,0,0.5,54,99.66,86.96,93.62,93.79,86.2,60.16,64.26,67.2,33.14,92.97,88.12,14.62,64.34,1.91,81.68,68.07,82.5,40.29,54.36,63.28,80.28,0,19.66,70.05,3654,,598,169,156,169,598,2557
"Accountable Care Coalition of Texas, Inc.",A1071,2018,TX,-11.8971386,,5439,3974,697,819,134,299,1280,1544,518,434,27,42,969,360,10555,4180,5276,-5849446,0.3614,85,72.28,88.65,94.3,92.59,85.89,58.34,64.17,70.27,23.82,,,15.42,72.89,2.23,67.62,49.74,82.26,26,35.93,52.04,80.99,11.11,26.64,64.63,3785,149,81,341,138,341,81,2605
"Integrated Care Alliance, LLC",A1072,2018,FL,2.1140012,,3086,2785,103,186,63,219,848,686,344,324,3,11,712,261,12026,4205,6781,1193802,0.4289,66,85.78,81.46,92.84,90.73,83.37,65.98,67.52,71.66,30.36,,,15.34,64.42,1.85,91.6,75.56,61.19,75.46,63.02,70.12,92.52,5.49,16.67,71.08,5096,25,36,65,120,65,36,4387
"Accountable Care Organization of the North Country, LLC",A1079,2018,NY,-3.3704874000000005,,3331,3160,0,72,99,146,442,294,322,309,0,3,945,245,9655,3997,3417,-2417311,0.4108,35,82.15,86.77,95.35,92.77,79.05,54.75,63.08,75.24,16.56,,,15.34,63.91,2.31,91.08,80.3,90.91,74.34,76.39,73.37,83.81,9.09,10.47,76.11,7446,60,15,8,171,8,15,7195
"Accountable Care Organization of the North Country, LLC",A1079,2019,NY,0.5499999999999999,,3154,3040,0,38,80,101,524,311,283,274,0,1,909,209,9949,4082,3340,0,0.48,39,96.79,85.09,93.13,91.89,75.55,58.78,62.44,74.92,23.31,92.14,84.43,15.14,56.26,1.81,95.82,77.45,90.91,80.34,80.56,80.26,87.19,14.47,7.61,81.64,7693,,28,10,170,10,28,7433
Central Maine ACO,A1080,2021,ME,-2.50,50.00%,"3,037","2,762",0,206,69,507,774,550,245,231,0,10,878,165,"7,960","2,574","2,419","-1,876,935",50.00%,48,83.97,,,,,,,,,,,,,,,75.18,48.65,82.3,61.42,72.59,75.09,56.52,18.89,67.27,"7,029",364,22,15,194,15,22,"6,765"
Central Maine ACO,A1080,2018,ME,1.7164810999999998,,3025,2679,0,323,52,397,595,416,282,263,0,13,985,171,8062,2911,2847,0,0.4533,51,90.67,83.54,94.46,92.51,80.17,63.74,59.87,75.27,23.67,,,14.65,54.92,1.35,85.89,91.2,100,87.14,74.6,79.92,92.95,7.34,12.9,77.02,10340,533,26,15,213,15,26,10031
Central Maine ACO,A1080,2020,ME,2.37,,2691,2452,11,198,43,498,712,523,243,229,0,9,822,164,7447,2846,2359,0,0.39,46,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.87,73.91,64.73,96.77,84.06,63.41,67.11,88.62,6.72,18.55,79.13,8313,370,22,16,195,16,22,8036
Central Maine ACO,A1080,2019,ME,0.06,,3149,2893,9,206,45,575,606,463,288,272,0,11,983,172,8076,2974,2664,0,0.48,50,96.13,86.58,94.36,92.68,78.57,62.39,57.56,76.83,25,92.68,85.14,14.23,50.64,1.44,81.05,76.23,93.1,86.78,71.37,71.77,92.89,14.71,18.15,84.27,9000,,36,17,200,17,36,8718
"Accountable Care Coalition of Southeast Wisconsin, LLC",A1083,2020,WI,0.95,,3794,3421,115,217,70,541,1048,334,372,349,3,9,928,302,10705,4675,2915,991021,0.48,77,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.98,76.33,75.93,77.27,76.74,63.53,60.07,83.91,14.55,23.27,62.52,8904,132,487,445,400,445,487,5606
"Accountable Care Coalition of Southeast Wisconsin, LLC",A1083,2019,WI,10.63,,3854,3526,102,135,99,446,871,297,365,345,3,6,1029,278,10749,4824,3348,7057205,0.55,69,92.17,89.87,93.5,92.56,82.96,65.31,60.2,75.58,27.89,93.24,84.89,14.78,62.59,1.85,83.76,74.32,76.39,79.37,60.77,60.59,82.49,5.56,19.08,70.68,10007,,2171,551,408,551,2171,6328
"Accountable Care Coalition of Southeast Wisconsin, LLC",A1083,2018,WI,9.5781414,,3722,3342,225,129,80,265,823,346,368,341,7,7,1013,276,10140,4644,3429,11735857,0.5743,67,95.72,89.89,94.88,92.38,82.86,64.18,63.92,73.21,27.14,,,14.92,58.85,2.14,87.19,77.54,84.72,85.56,62.77,61.78,81.26,6.35,25.72,68.48,9748,137,528,502,409,502,528,6433
"Accountable Care Coalition of Southeast Wisconsin, LLC",A1083,2021,"WI, NJ, FL",7.07,50.00%,"3,120","2,875",37,179,36,239,646,334,283,267,1,8,756,221,"10,687","4,658","3,590","7,097,186",50.00%,50,93.47,,,,,,,,,,,,,,,77.6,77.61,84.83,70.24,59.18,78.63,19.67,22.7,70.84,"8,714",129,439,361,409,361,439,"6,142"
"Accountable Care Coalition of Coastal Georgia, LLC",A1084,2018,"GA, SC",1.3449732,,3056,2425,152,460,62,358,473,414,311,273,4,27,665,188,11443,5446,5185,0,0.4641,37,92.82000000000001,85.16,93.02,92.44,85.72,58.84,59.51,72.8,27.75,,,14.78,61.6,1.96,74.59,78.7,68.33,76.12,70.68,84.46,87.07,26,11.39,75.41,9427,48,118,41,228,41,118,6754
Beaumont ACO,A1095,2020,MI,4.62,,3199,2810,78,287,59,101,499,471,332,309,3,15,625,271,9393,4319,4275,11742388,0.73,49,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.01,99.6,80.56,100,92.31,74.06,77.42,77.41,9.46,13.71,78.38,25365,428,485,116,1031,116,485,20099
Beaumont ACO,A1095,2019,MI,13.889999999999999,,3643,3205,113,270,87,117,653,509,376,349,3,14,761,298,10173,4447,4883,21803071,0.46,65,92.17,89.12,95.71,93.74,82.17,70.44,61.54,70.04,24.82,92.74,87.11,15.22,68.32,2.2,98.79,84.14,100,89.07,78.97,76.98,89.84,22.73,7.81,82.4,24793,,3563,110,910,110,3563,19735
Beaumont ACO,A1095,2021,MI,3.61,75.00%,"3,118","2,741",63,288,59,129,423,485,325,303,2,15,634,272,"10,574","4,778","4,889","10,724,295",75.00%,42,87.64,,,,,,,,,,,,,,,82.3,100,85.94,65.2,72.58,85.89,29.09,9.52,79.84,"27,465",466,610,157,"1,260",157,610,"21,753"
Beaumont ACO,A1095,2018,MI,15.077416099999999,,3609,3191,141,220,88,93,736,513,387,361,5,12,772,301,9948,4299,4868,45138735,0.449,74,89.79,86.94,93.44,92.54,81.14,61.64,60.55,72.18,30.95,,,15.08,67.73,2.2,95.16,78.48,100,88.89,76.21,77.95,88.11,28.57,15.63,80.63,23957,1437,422,137,802,137,422,19145
"Accountable Care Coalition of The Tri-Counties, LLC",A1100,2018,SC,3.1818662,,2564,2179,34,287,67,183,443,546,261,236,1,15,727,179,10822,4832,4594,2761935,0.4634,39,92.67999999999999,86.43,94.31,92.77,86.03,61.86,62.97,75.58,29.15,,,15.06,54.91,1.65,81.98,45.04,70.27,52.13,58.36,64.99,81.34,4.44,16.58,60.81,8928,40,90,14,186,14,90,6316
"WellStar Clinical Partners Medicare ACO, LLC",A1109,2019,GA,4.12,,3056,2833,46,158,45,263,511,443,307,294,1,7,705,240,10512,3330,5630,10767512,0.48,44,96.38,84.29,95.06,93.37,81.66,58.82,61.77,74.5,26.4,94.68,87.82,14.97,60.6,2.23,93.15,80.09,100,63.27,64.92,75.4,83.13,38.1,11.29,76.21,47489,,7557,303,1282,303,7557,37814
"WellStar Health Network, LLC",A1109,2018,GA,2.8833655,,2980,2743,91,132,54,226,527,437,302,288,2,6,692,232,10331,3431,5521,14067162,0.4548,46,90.95,87.49,94.66,93.76,86.6,57.16,64.92,72.25,28.51,,,15.09,63.02,2.3,85.34,73.75,100,51.2,63.78,74.61,81.28,14.29,15.56,73.86,47328,1366,482,315,1195,315,482,37892
"Florida Medical Clinic ACO, LLC",A1131,2020,FL,0.08,,2710,2407,118,199,18,196,366,530,254,239,3,10,501,192,12677,3698,6055,0,0.49,33,97.5,^,^,^,^,^,^,^,^,^,^,~,~,0.96,91.25,84.83,95,69.37,83.09,79.85,85.85,15.13,7.78,74.01,15606,91,154,241,492,241,154,14045
"Florida Medical Clinic ACO, LLC",A1131,2018,FL,5.7284379,,2924,2589,137,180,42,267,826,700,308,290,4,9,639,225,12960,4205,6890,10215625,0.4675,68,93.5,85.9,92.38,91.51,83.06,63.74,63.46,70.6,26.29,,,14.57,54.67,1.72,95.11,82.37,90.91,79.16,80,78.49,84.32,7.46,6.92,74.63,14613,85,112,197,362,197,112,13334
"Florida Medical Clinic ACO, LLC",A1131,2019,FL,7.9799999999999995,,2938,2620,156,192,21,288,667,697,293,276,4,9,626,215,13752,4113,6767,7558323,0.49,56,98.5,85.22,93.73,91.64,84.38,66.12,68.61,73.06,24.27,93.47,87,14.33,49.05,1.63,97.37,83.83,96,80,82.2,82.08,84.58,14.29,6.95,76.92,14850,,618,198,405,198,618,13499
"Florida Medical Clinic ACO, LLC",A1131,2021,FL,0.89,50.00%,"2,543","2,282",85,181,21,192,440,545,254,241,3,9,534,203,"13,229","3,567","6,385",0,50.00%,38,96.93,,,,,,,,,,,,,,,85.44,91.67,72.93,75.26,74.82,89.08,19.44,8.77,70.6,"14,869",93,155,257,500,257,155,"13,281"
"Texoma ACO, LLC",A1153,2018,TX,-1.7316576000000001,,4002,2731,111,1047,109,255,590,1120,325,254,4,55,698,186,11987,5720,5508,0,0.4651,48,93.02,89.21,94.2,93.05,85.7,65.71,60.82,70.68,29.1,,,14.58,46.42,2.15,69.17,44.18,33.33,66,66.8,65.74,61.18,4.35,10.61,78.1,5230,22,49,81,122,81,49,4646
"CHS Physician Partners ACO, LLC",A1161,2021,"NY, FL",4.30,50.00%,"3,965","3,748",15,158,57,215,"1,650",661,306,296,1,6,552,251,"15,408","5,551","8,369","20,268,891",50.00%,70,94.81,,,,,,,,,,,,,,,89.24,100,89.11,80.04,77.67,95.03,38.89,7.01,93.57,"29,922",153,525,313,"1,428",313,525,"26,240"
"Beacon Health Partners, LLP",A1161,2018,NY,-8.0799348,,4163,3927,7,144,100,135,1522,618,342,329,0,6,596,269,13854,5298,7677,-45126888,0.4393,77,87.87,87.39,92.75,91.15,80.74,59.21,58.67,69.74,23.46,,,15.78,64.48,1.86,92.26,83.02,100,84.91,67.14,71.09,88.51,11.9,9.07,87.82,42910,235,841,692,1938,692,841,36650
"CHS Physician Partners ACO, LLC",A1161,2020,NY,2.74,,3649,3451,9,147,57,197,1573,603,285,276,0,6,467,235,14155,5556,7305,11735476,0.39,70,98.44,^,^,^,^,^,^,^,^,^,^,~,~,0.85,91.43,86.25,100,88.35,76.43,77.41,90.78,16.13,7.42,90.68,31633,148,480,380,1402,380,480,27804
"Beacon Health Partners, LLP",A1161,2019,NY,-9.16,,4476,4251,3,148,84,145,1782,619,349,338,0,6,598,277,15202,5908,8012,-27014474,0.48,82,96.53,88.08,95.83,93.3,84.09,66.16,65.01,75.48,26.65,93.19,88.92,15.49,65.25,1.71,96.44,88.93,100,93.45,79.46,76.82,93.23,30.43,6.18,93.9,42885,,2651,684,2072,684,2651,36590
Memorial Hermann Accountable Care Organization,A1175,2019,TX,5.47,,3549,2774,167,618,48,198,526,889,298,258,5,31,632,203,10999,4385,5607,15733193,0.48,38,95.59,86.34,95.59,92.9,81.57,57.99,62.67,71.9,27.61,92.93,88.63,15.28,56.51,1.68,89.33,81.89,83.78,66.59,72.87,75.09,82.35,12.35,11.89,69.03,48086,,5341,1516,2718,1516,5341,35420
Memorial Hermann Accountable Care Organization,A1175,2018,TX,2.8945993,,3731,2883,261,575,60,214,605,1059,321,277,9,29,666,219,10772,4227,5550,17541706,0.4634,42,92.67999999999999,84.86,93.48,91.4,81.85,56.33,58.34,73.91,29.95,,,15.22,56.43,1.91,76.85,81.01,78.26,60.82,66.5,65.13,83.9,4.55,12.37,65.36,50694,2153,2966,1582,2622,1582,2966,37604
Memorial Hermann Accountable Care Organization,A1175,2020,TX,5.96,,3196,2498,126,600,47,377,525,757,261,225,4,27,501,183,10136,3878,5084,29560729,0.39,36,97.19,^,^,^,^,^,^,^,^,^,^,~,~,0.82,91.32,76.36,69.23,76,76.24,75.56,83.71,21.43,12.45,64.73,43213,541,2670,1182,2438,1182,2670,32362
Memorial Hermann Accountable Care Organization,A1175,2021,TX,2.13,40.00%,"3,340","2,612",112,656,36,324,393,711,267,230,4,30,570,188,"10,953","3,988","5,728",0,40.00%,32,93.61,,,,,,,,,,,,,,,79.87,85.71,80.59,91.07,79.3,85.47,11.32,10.19,69.18,"35,029",505,"1,875",954,"1,950",954,"1,875","26,657"
"Chautauqua Region Associated Medical Partners, LLC",A1180,2019,"NY, PA",1.68,,2999,2644,65,206,117,130,799,533,312,288,1,11,769,201,10132,4229,2949,0,0.46,64,92.17,88.06,93.56,91.09,84.28,63.62,69.28,75.49,19.77,93.48,87.09,15.0,52.18,1.84,86.78,71.24,96.88,75.57,82.24,75.42,90.08,9.21,19.03,76.5,7642,,108,83,209,83,108,7224
"Chautauqua Region Associated Medical Partners, LLC",A1180,2018,"NY, PA",-0.7309959,,3052,2695,30,254,77,135,735,540,317,294,1,14,797,212,9285,3641,3103,0,0.4612,59,92.25,85.95,93.71,92.54,79.69,59.26,67.01,74.06,21.66,,,14.69,55.33,1.83,81.18,72.94,91.11,70.49,86.24,80.2,78.49,12.5,16.84,80.37,7548,350,12,76,172,76,12,7152
Methodist Alliance for Patients and Physicians,A1196,2021,TX,5.68,75.00%,"3,071","2,081",108,843,38,353,448,705,262,209,4,41,554,171,"10,714","3,938","5,304","8,004,050",75.00%,33,90.99,,,,,,,,,,,,,,,90.76,84.21,86.01,83.61,80.34,83.78,14.86,9.76,84.69,"12,165",227,210,257,426,257,210,"9,186"
Methodist Alliance for Patients and Physicians,A1196,2018,TX,8.6784393,,3166,2303,121,663,49,196,470,778,285,235,4,34,619,182,9744,3772,5126,13878148,0.4758,33,95.15,88.18,93.85,92.06,85.05,63.78,63.96,72.0,28.18,,,14.51,55.98,1.91,89.17,90.58,90,81.93,74.72,75.89,80.87,6.56,11.96,80.78,14315,198,226,314,445,314,226,10464
Methodist Alliance for Patients and Physicians,A1196,2020,TX,5.800000000000001,,3128,2171,143,756,49,329,492,734,271,219,5,35,525,181,10098,4057,4736,8213756,0.73,32,97.5,^,^,^,^,^,^,^,^,^,^,~,~,1.0,92.58,89.16,94.74,87.41,80.8,76.11,83.82,16.09,13.78,81.3,12801,225,202,279,415,279,202,9550
Methodist Alliance for Patients and Physicians,A1196,2019,TX,10.27,,3458,2482,171,758,47,157,461,713,292,236,5,37,620,184,10066,3913,5204,8728143,0.46,31,92.17,88.44,95,92.74,85.74,64.86,64.12,73.57,27.54,92.98,89.79,14.58,60.52,1.8,92.74,92.89,90,90.46,74.91,75.73,81.03,11.11,8.43,83.14,14164,,2742,334,475,334,2742,10359
WESTMED Medical Group,A1199,2018,"NY, CT",8.8546328,,3149,2775,64,247,90,133,697,482,254,235,3,11,509,191,11014,3432,6832,15346591,0.4125,49,82.49,86.77,94.56,93.1,82.07,59.19,52.04,72.93,18.3,,,15.58,56.25,1.67,68.13,81.69,36.84,62.38,80.52,80.76,86.41,4.88,10.96,75.6,15223,114,172,415,805,415,172,12374
WESTMED Medical Group,A1199,2020,"NY, CT",4.88,,3201,2812,98,283,60,185,926,436,246,228,4,12,426,187,10125,3341,5912,7707514,0.73,51,96.88,^,^,^,^,^,^,^,^,^,^,~,~,0.78,70.52,78.79,63.16,65.69,81.95,83.8,87.28,12.9,10.59,81.56,14673,109,177,404,821,404,177,11875
WESTMED Medical Group,A1199,2019,"NY, CT",2.86,,3663,3245,86,294,75,155,891,477,269,249,4,12,522,202,11056,3472,6722,2541683,0.46,56,92.17,85.49,93.03,93.01,77.43,55.92,55.62,74.6,18.56,93.2,86.2,14.45,62.21,1.77,69.77,82.33,68.42,66.29,80.59,85.62,88.68,16.22,9.15,76.42,15338,,1475,444,876,444,1475,12354
WESTMED Medical Group,A1199,2021,"NY, CT, FL",0.52,75.00%,"3,481","3,073",110,284,57,178,"1,138",448,255,235,6,11,483,195,"11,271","3,468","6,664",0,75.00%,60,87.16,,,,,,,,,,,,,,,90.07,73.08,70.25,80.52,81.11,90.02,13.64,9.23,83.88,"13,957",104,165,378,822,378,165,"11,238"
"Circle Health Alliance, LLC",A1202,2019,"MA, NH",6.41,,4015,3368,44,419,206,163,567,597,333,292,1,20,754,239,9960,3491,4277,3803167,0.46,57,92.17,88.09,93.59,92.55,80.78,68.02,59.71,75.99,28.94,93.07,86.08,15.36,66.62,2.49,97.38,86.73,97.14,73.66,76.23,83.46,90.79,8.33,11.64,89.76,10218,,180,351,410,351,180,8554
"Circle Health Alliance, LLC",A1202,2018,"MA, NH",7.9293127000000005,,3756,3092,41,438,214,213,526,687,344,301,1,21,760,247,9670,3514,4170,9020153,0.4482,56,89.63,89.56,95.49,94.28,80.59,64.65,59.5,75.76,24.72,,,15.95,66.95,2.55,94.01,87.84,95.65,70.75,82.33,85.71,91.54,3.64,13.78,86.25,10300,102,635,392,388,392,635,8713
"BJC HealthCare ACO, LLC",A1204,2019,"MO, IL",2.31,,3322,2912,42,330,57,309,732,424,334,310,1,17,757,231,9167,2783,4120,0,0.7,67,93.13,86.85,94.82,93.23,84.8,63.8,65.16,73.67,30.01,92.43,87.62,15.13,64.19,1.97,98.7,83.92,90.91,93.95,81.27,82.68,87.88,2.56,13.51,80.35,37521,,3127,56,848,56,3127,33313
"BJC HealthCare ACO, LLC",A1204,2020,"MO, IL",3.42,,2910,2555,52,301,35,300,620,402,286,266,1,15,607,204,8081,2483,3649,12674451,0.74,53,98.75,^,^,^,^,^,^,^,^,^,^,~,~,0.88,97.21,87.55,94.44,89.55,80.08,86.22,84.51,1.67,10,78.31,36787,402,166,58,935,58,166,32724
"BJC HealthCare ACO, LLC",A1204,2021,"MO, IL",2.77,75.00%,"2,929","2,550",42,324,44,298,645,388,288,267,1,16,627,211,"8,958","2,595","4,097","10,789,504",75.00%,53,85.01,,,,,,,,,,,,,,,91.86,100,91.32,87.6,83.4,86.52,5.56,9.47,83.17,"35,756",405,169,44,990,44,169,"31,910"
"BJC HealthCare ACO, LLC",A1204,2018,"MO, IL",2.2918358999999997,,3263,2854,48,333,53,290,779,425,340,314,1,18,771,234,9135,2893,4271,0,0.6753,74,90.03999999999999,87.23,93.45,92.78,84.33,60.53,61.84,71.8,26.68,,,15.55,62.71,2.06,95.39,84.93,61.76,82.7,84.72,81.69,82.81,3.03,11.62,80.21,38224,1957,170,60,795,60,170,33702
CHS ACO,A1211,2018,IL,2.5172024,,3337,2876,112,311,94,175,1050,974,337,308,2,16,693,245,10096,5095,4071,0,0.3984,83,79.67,87.82,94.39,93.49,78.68,58.34,65.14,72.23,28.64,,,15.53,67.63,2.62,76.01,72.73,87.5,55.8,59.25,66.53,82.31,6.45,14.15,72.02,5237,533,194,200,191,200,194,3952
"John C. Lincoln Accountable Care Organization, LLC",A1214,2018,AZ,-4.9900189,,2945,2633,19,257,46,185,589,373,266,248,0,13,572,185,10657,3630,5722,-7893555,0.4741,55,94.81,81.28,93.09,92.42,83.89,58.53,63.8,75.49,30.05,,,14.83,57.31,1.67,83.11,82.5,85.71,81.56,70.97,70.11,73.68,11.11,13.55,73.4,16185,263,124,121,568,121,124,14954
"Mercy Health Select, LLC",A1215,2018,"OH, KY",-1.9140678000000002,,3707,3187,138,337,79,344,987,576,377,346,4,19,803,252,9560,3584,4128,-15259668,0.6663,86,88.84,88.2,92.66,91.82,77.51,58.49,67.65,73.35,26.41,,,15.01,65.99,2.23,84.04,75.63,92.31,80,72.66,79.45,79.67,0,8.84,84.92,72033,913,202,189,1916,189,202,64330
"Mercy Health Select, LLC",A1215,2021,"OH, KY, IN, MI",4.99,75.00%,"3,115","2,729",91,285,49,360,807,452,315,291,3,15,680,227,"9,711","3,396","4,016","34,550,124",75.00%,71,93.15,,,,,,,,,,,,,,,78.85,90.7,81.54,80.53,79.22,81.4,0,8.7,84.69,"60,671",826,192,180,"2,209",180,192,"54,601"
"Mercy Health Select, LLC",A1215,2019,"OH, KY",0.19,,3660,3166,129,334,68,364,951,577,363,334,4,18,798,243,9853,3512,4053,0,0.69,83,92.17,87.27,93.57,91.91,85.76,60.21,70.34,71.83,31.72,92.34,86.95,14.97,65.86,2.18,86.57,71.37,31.75,79.05,72.92,78.7,81.23,0,16.4,84.43,74148,,4828,204,2169,204,4828,66709
"Mercy Health Select, LLC",A1215,2020,"OH, KY, MI",5.390000000000001,,2998,2573,123,289,53,352,822,476,302,277,4,15,628,209,8842,3201,3594,38140550,0.75,71,99.53,^,^,^,^,^,^,^,^,^,^,~,~,1.06,83.53,75.74,80.33,80.63,72.76,80.58,79.56,0,12.1,85.08,67576,813,215,185,2214,185,215,60854
Southern Kentucky Health Care Alliance,A1216,2021,"KY, VA",8.49,50.00%,"2,511","2,111",53,321,49,166,663,509,246,221,3,17,584,151,"11,318","4,614","4,060","14,922,847",50.00%,49,99.36,,,,,,,,,,,,,,,91.92,83.78,77.1,81.28,79.34,90.38,14.12,8.3,88.6,"16,613",88,140,85,324,85,140,"15,312"
Southern Kentucky Health Care Alliance,A1216,2019,"KY, VA",6.98,,3211,2690,65,396,81,223,761,629,330,295,4,22,729,189,12452,5648,4271,9638093,0.48,63,96.1,89.36,94.86,92.74,86.43,54.86,57.94,72.88,26.94,93.43,87.76,14.6,58.72,2.18,86.78,86.7,87.01,73.06,72.95,73.32,85.57,14.43,14.09,76.55,24554,,1460,169,503,169,1460,22136
Southern Kentucky Health Care Alliance,A1216,2020,"KY, VA",8.24,,2570,2170,65,303,44,153,798,517,267,241,4,18,560,159,10743,4607,3782,15136952,0.39,51,97.56,^,^,^,^,^,^,^,^,^,^,~,~,1.29,95.18,81.99,86.42,73.83,77.25,80.2,86.2,7.62,11.32,73.56,18584,91,138,80,302,80,138,17221
Southern Kentucky Health Care Alliance,A1216,2018,KY,1.0636442,,3424,2858,76,416,87,116,801,625,369,330,4,25,750,193,12229,5394,4297,0,0.4467,68,89.35,88.7,91.7,92.53,83.02,52.98,57.91,69.9,32.09,,,15.14,64.02,2.45,86.64,88.76,89.36,73.97,79.13,77.84,85.62,6.73,13.37,79.28,18719,82,60,24,194,24,60,17601
"Mount Sinai Care, LLC",A1218,2018,NY,-1.8234823,,3905,3586,61,167,115,212,728,529,288,272,2,7,629,203,11056,3565,6975,0,0.4217,38,84.34,85.5,91.96,91.98,83.84,55.44,56.71,71.15,22.61,,,14.18,52.76,1.23,80.8,67.23,81.82,49.19,59.04,57.71,84.1,3.03,18.95,66,33414,870,842,1869,2338,1869,842,22884
"Mount Sinai Care, LLC",A1218,2019,NY,-4.78,,4611,4247,73,204,130,235,1022,554,319,302,3,8,654,230,11344,3462,7221,-10920822,0.46,51,92.17,82.07,93.86,92.91,79.67,52.29,54.45,71.47,24.78,87.3,86.14,14.75,60.08,1.32,88.8,78.24,75,65.23,60.67,60.08,87.45,3.13,14.23,67.53,33827,,5617,1826,2506,1826,5617,22936
"ProHEALTH Accountable Care Medical Group, PLLC",A1220,2018,NY,-2.1133666,,2860,2717,10,105,36,66,660,389,219,212,0,5,392,155,12193,3700,8147,0,0.4708,39,94.16,85.3,95.25,93.56,80.52,59.21,62.65,75.52,17.9,,,14.56,53.23,1.43,93.18,87.03,92.86,72.64,88.36,80,85.66,4.17,8.03,86.13,31792,159,382,150,1844,150,382,28030
"ProHEALTH Accountable Care Medical Group, PLLC",A1220,2020,"NY, FL",0.15,,2989,2807,19,128,45,132,819,431,221,213,1,5,350,170,12153,3866,7518,0,0.39,39,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.75,72.51,77.65,80,58.91,83.39,65.41,87.04,11.11,11.64,80,30400,242,381,135,1857,135,381,26747
"ProHEALTH Accountable Care Medical Group, PLLC",A1220,2019,NY,-2.68,,3183,3048,4,104,36,76,788,394,236,229,0,4,411,170,12928,4053,8383,-4683262,0.46,41,92.17,86.3,96.39,94.79,84.27,61.14,59.9,75.5,21.68,91.06,88.81,15.05,65.43,1.57,84.05,76.19,85,56.4,84.05,72.1,80.79,13.04,7.84,87.59,30787,,1318,157,1858,157,1318,27050
Cumberland Center for Healthcare Innovation,A1225,2021,TN,10.47,50.00%,"2,475","2,141",13,239,86,198,666,690,261,239,0,13,573,181,"12,164","5,909","3,313","14,845,069",50.00%,55,99.74,,,,,,,,,,,,,,,89.43,96.3,90.75,81.53,76.16,91.43,42.65,8.25,83.06,"13,189",60,15,10,197,10,15,"12,641"
Cumberland Center for Healthcare Innovation,A1225,2018,TN,3.4934857999999998,,3213,2717,35,320,152,241,813,874,334,301,1,17,720,192,11284,5272,3432,5947472,0.4924,74,98.48,88.74,93.94,91.52,83.28,60.44,63.34,69.75,33.83,,,14.71,59.16,2.49,83.94,87.42,95,83.21,78.76,75.3,90.2,8.16,10.88,82.33,15894,67,24,22,183,22,24,15227
Cumberland Center for Healthcare Innovation,A1225,2019,TN,8.98,,3207,2752,45,308,125,191,782,720,331,301,1,17,710,203,12220,5884,3535,7672274,0.46,71,92.17,90.13,96.61,94.24,86.76,62.04,67.39,72.87,25.5,94.52,86.86,15.17,58.0,2.67,81.57,84.08,88.14,83.7,75.42,78.96,93.82,25,9.68,80.77,14874,,395,10,183,10,395,14259
Cumberland Center for Healthcare Innovation,A1225,2020,TN,11.78,,2484,2127,51,236,94,168,679,712,263,239,1,13,567,171,11673,5738,3101,16455573,0.49,53,98.13,^,^,^,^,^,^,^,^,^,^,~,~,1.03,85.75,86.98,87.5,87.17,78.63,74.31,91.83,17.5,11.11,78.38,13575,59,24,12,184,12,24,13033
"AnewCare Collaborative, LLC",A1241,2018,"VA, TN",7.0683718,,3126,2607,55,418,58,131,549,573,354,321,2,24,921,223,9573,3605,3375,7188764,0.4719,47,94.39,86.46,94.18,92.08,80.32,58.94,68.81,70.94,31.9,,,14.63,58.74,2.09,94.86,68.37,60.38,65.48,68.97,84.14,83.36,12.77,12.59,64.49,9644,249,20,5,102,5,20,9430
"AnewCare Collaborative, LLC",A1241,2021,"VA, TN",0.75,40.00%,"2,553","2,111",26,394,38,318,584,565,295,267,1,22,659,216,"10,421","3,378","3,362",0,40.00%,47,90.28,,,,,,,,,,,,,,,83.7,66.1,54.75,74.21,80.18,86.15,13.64,13.35,69.19,"16,419",475,27,18,242,18,27,"15,969"
